Province,University,Program,International tuition,Domestic tuition,Minimum average,Length Of Program,Program Language,TOEFL Score,Rank,Notes,Longitude,Latitude,URL
Saskatchewan,University of Regina,Mathematics and Statistics,10352,3782,70,4 years,English,"Internet based: 80, Paper based: 550",,Please see university website for additional tuition and admission information.,104° 35' 16.63" W,50° 24' 55.99" N,www.uregina.ca
Saskatchewan,University of Regina,Physics,10352,3782,70,4 years,English,"Internet based: 80, Paper based: 550",,Please see university website for additional tuition and admission information.,104° 35' 16.63" W,50° 24' 55.99" N,www.uregina.ca
Saskatchewan,University of Regina,Social Work,10071,3689,65,4 years,English,"Internet based: 80, Paper based: 550",,Please see university website for additional tuition and admission information.,104° 35' 16.63" W,50° 24' 55.99" N,www.uregina.ca
Saskatchewan,University of Regina,Indigenous Social Work (First Nations University of Canada),10071,3689,65,4 years,English,"Internet based: 80, Paper based: 550",,Please see university website for additional tuition and admission information.,104° 35' 16.63" W,50° 24' 55.99" N,www.uregina.ca
Saskatchewan,University of Saskatchewan,Applied and Professional Ethics,1540,592,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Art History,1540,592,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Canadian Literature in English - Minor,1540,592,70,N/A,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Catholic Studies - Minor,1540,592,70,N/A,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,"Classical, Medieval and Renaissance Studies",1540,592,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Classical and Medieval Latin,1540,592,70,15-30 credit units of university-level courses,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Classics - Minor,1540,592,70,N/A,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Digital Culture and New Media - Minor,1540,592,70,N/A,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,English,1540,592,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,"Ethics, Justice and Law",1540,592,70,15-30 credit units of university-level courses,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,French,1540,592,70,3-4 years,"English, French",Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,History,1540,592,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Jewish and Christian Origins - Minor,1540,592,70,N/A,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Modern Languages,1540,592,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Philosophy,1540,592,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Religion and Culture,1540,592,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Spanish - Minor,1540,592,70,N/A,"English, Spanish",Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Studio Art,1540,592,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Ukrainian Studies - Minor,1540,592,70,N/A,"English, Ukrainian",Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Women's and Gender Studies,1540,592,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Aboriginal Public Administration,1540,592,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Agribusiness,1540,592,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Agricultural Economics,1540,592,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Anthropology,1540,592,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Archaeology,1540,592,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Arts and Science Transition Program,1540,592,70,1 year,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Business Economics,1540,592,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Certificate in Sustainability,1540,592,70,2-3 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,"Crime, Law and Justice Studies - Minor",1540,592,70,N/A,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Criminology and Addictions,1540,592,70,15-30 credit units of university-level courses,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Diploma in Agribusiness,1540,592,70,2 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Economics,1540,592,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Environment and Society,1540,592,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Global Studies,1540,592,70,15-30 credit units of university-level courses,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Health Studies,1540,592,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Indigenous Studies,1540,592,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,International Studies,1540,592,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Law,3381,1300,70,3 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Linguistics,1540,592,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Political Studies,1540,592,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Psychology,1540,592,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Regional & Urban Planning,1540,592,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Sociology,1540,592,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Aboriginal Theatre,1540,592,70,2 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Art History,1540,592,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Arts and Science Transition Program,1540,592,70,1 year,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Drama,1540,592,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Jazz,1540,592,70,15-30 credit units of university-level courses,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Music,2318,892,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Studio Art,1540,592,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Agribusiness,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Agriculture Biology,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Agriculture Economics,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Agronomy,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Animal Bioscience,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Animal Science,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Applied Plant Ecology,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Bioinformatics,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Chemical Engineering,1771,681,85,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Chemistry,1633,628,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Civil Engineering,1771,681,85,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Computer Engineering,1771,681,85,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Crop Science,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Diploma in Agribusiness,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Diploma in Agronomy,1633,628,70,2 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Electrical Engineering,1771,681,85,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Engineering Physics,1771,681,85,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Environmental Engineering,1771,681,85,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Environmental Science,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Food and Bioproduct Sciences,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Food Science,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Geological Engineering,1771,681,85,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Geophysics,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Horticulture Science ,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Interactive Systems Design,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Mechanical Engineering ,1771,681,85,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Resource Economics and Policy ,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Resource Science,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Soil Science ,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Applied Mathematics,1633,628,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Computer Engineering,1771,681,85,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Computer Science,1746,671,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Engineering Physics,1771,681,85,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Mathematical Physics,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Mathematics,1633,628,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Statistics,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Agriculture Biology,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Agricultural Economics,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Agronomy,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Anatomy and Cell Biology,1633,628,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Animal Bioscience,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Animal Science,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Applied Plant Ecology,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Arts and Science Transition Program ,1633,628,70,1 year,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Biochemistry,1633,628,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Biochemistry and Biotechnology ,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Bioinformatics,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Biology,1633,628,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,"Biotechnology, Microbiology and Immunology",1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Combined Kinesiology/Education,1633,628,70,5 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Crop Science,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Diploma in Agronomy,1633,628,70,2 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Environmental Science,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Exercise and Sport Studies,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Food and Bioproduct Sciences,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Health Studies,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Horticulture Science ,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Microbiology and Immunology,1633,628,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Nursing,1755,675,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Nutrition,1601,616,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Pharmacy,2304,886,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Physiology and Pharmacology,1633,628,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Psychology,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Resource Economics and Policy ,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Resource Science,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Soil Science,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Veterinary Medicine ,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Arts and Science Transition Program,1633,628,70,1 year,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Biology,1633,628,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Certificate in Sustainability,1633,628,70,2-3 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Chemistry,1633,628,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Environmental Biology,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Environmental Earth Sciences,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Environment and Society ,1633,628,70,4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
Saskatchewan,University of Saskatchewan,Geology,1633,628,70,3-4 years,English,Paper-based: 550,,Please see university website for additional tuition and admission information. Tuition is calculated per course. ,106° 37' 58" W,52° 7' 47" N,www.usask.ca
